headpose,xCord,yCord,timestamp,count,numPerson,personId
"0","355.8292356397285","192.8311808268229","1925","252","1","0"
"0","358.29198218173667","158.03195190429688","1925","253","1","0"
"0","380.9620071160989","158.16439107259114","1926","254","1","0"
"0","395.20388944031765","214.96473999023436","1927","256","1","0"
"0","375.9780848768891","245.6783447265625","1927","257","1","0"
"0","372.6762275070441","246.7372273763021","1929","262","1","0"
